1	2880	0.512769929
1	6176	0.232151502
4	17492	0.617980582
4	32245	0.43697826
7	16211	0.406595622
9	10	0.590415108
9	11	0.662154061
9	547	0.457333576
9	1277	0.617980582
9	1527	0.834092321
9	1749	0.528083327
9	3639	0.590415108
9	3643	0.620540087
9	4081	0.746692708
9	4625	0.457333576
9	5014	0.691418831
9	5174	0.617980582
9	5175	0.583924653
9	5338	0.457333576
9	5862	0.417486527
9	7647	0.691418831
9	8685	0.417486527
9	9621	0.788682446
9	18840	0.811307587
9	22564	0.514307301
9	27586	0.417486527
9	29109	0.457333576
9	30500	0.610910795
9	32551	0.590415108
9	39626	0.535570724
10	10	0.777695313
10	1315	0.594965545
10	5145	0.478685701
10	28466	0.617980582
11	1512	0.590415108
14	5162	0.406595622
15	337	0.232151502
15	5162	0.406595622
16	795	0.478685701
18	27806	0.249498898
18	29327	0.249498898
19	20	0.617980582
19	1277	0.478685701
19	4072	0.505693583
20	2246	0.512769929
22	3056	0.646823005
22	3061	0.505693583
24	1277	0.445403188
24	1395	0.625475819
24	1746	0.445403188
24	2191	0.43697826
24	2268	0.445403188
24	3075	0.417486527
24	3574	0.575013043
24	5014	0.445403188
24	9621	0.575013043
24	18635	0.484491486
24	18745	0.484491486
24	20211	0.445403188
24	22530	0.575013043
24	28217	0.575013043
24	37204	0.575013043
24	39626	0.575013043
26	598	0.232151502
26	1277	0.232151502
26	2075	0.232151502
26	2817	0.249498898
26	2880	0.279148312
26	5162	0.406595622
26	6176	0.426441086
26	28311	0.43697826
28	594	0.458306666
28	2349	0.458306666
28	6183	0.445403188
28	27806	0.458306666
31	6261	0.408470317
32	32	0.617980582
37	33	0.646126923
37	35	0.617980582
41	41	0.90405752
41	3574	0.406595622
44	2331	0.426441086
44	2759	0.478685701
44	5145	0.478685701
44	6178	0.478685701
45	353	0.478685701
45	577	0.575013043
45	992	0.445403188
45	2073	0.580534237
45	2331	0.406595622
45	2336	0.445403188
45	2398	0.249498898
45	2758	0.488906944
45	3522	0.458306666
45	4116	0.665191702
45	4129	0.478685701
45	4305	0.478685701
45	4495	0.478685701
45	4811	0.575013043
45	8836	0.445403188
45	28879	0.458306666
45	32161	0.478685701
45	37187	0.43697826
46	488	0.457333576
46	2073	0.478685701
46	3574	0.590415108
46	4116	0.514307301
46	32161	0.478685701
47	577	0.575013043
47	2065	0.445403188
47	2331	0.406595622
47	2758	0.43697826
47	3136	0.43697826
47	6084	0.617980582
47	6176	0.445403188
47	6178	0.478685701
47	8756	0.445403188
47	8836	0.445403188
47	30687	0.445403188
47	32161	0.43697826
47	34583	0.445403188
51	272	0.478685701
51	547	0.560815478
51	598	0.406595622
51	2073	0.611509607
51	2075	0.640376452
51	2331	0.232151502
51	4116	0.445403188
51	15750	0.438788104
51	17107	0.478685701
51	28311	0.478685701
51	32445	0.406595622
52	4452	0.406595622
53	32161	0.478685701
53	37187	0.43697826
54	3232	0.478685701
54	3233	0.478685701
55	2740	0.646823005
58	718	0.478685701
63	2052	0.560815478
65	28355	0.585475875
65	29327	0.478685701
68	1277	0.67815485
68	2075	0.426441086
68	9416	0.617980582
68	28311	0.478685701
68	28734	0.584902556
68	30261	0.666643833
68	37204	0.478685701
69	823	0.478685701
74	30261	0.666643833
75	29683	0.478685701
78	4255	0.458306666
82	337	0.445403188
82	3147	0.478685701
82	4012	0.406595622
82	4974	0.478685701
82	5042	0.501026945
82	5120	0.501026945
82	9667	0.535570724
82	27806	0.458306666
82	28311	0.478685701
83	1795	0.445403188
83	28311	0.478685701
90	37187	0.249498898
93	619	0.478685701
93	20147	0.478685701
93	39626	0.478685701
95	1351	0.637683307
99	583	0.501026945
99	753	0.438788104
99	829	0.445403188
99	1306	0.478685701
99	1389	0.478685701
99	1421	0.43697826
99	1622	0.560815478
99	2190	0.445403188
99	2191	0.478685701
99	2331	0.445403188
99	3750	0.584299581
99	4228	0.584299581
99	5186	0.478685701
99	5323	0.589106102
99	5973	0.43697826
99	8940	0.43697826
99	15877	0.478685701
99	16211	0.445403188
99	21106	0.478685701
99	22530	0.478685701
99	27806	0.478685701
99	28059	0.458306666
99	28701	0.445403188
100	100	0.724009668
101	837	0.617980582
102	837	0.617980582
107	108	0.617980582
107	4110	0.478685701
111	111	0.575013043
114	3677	0.460204846
114	29135	0.460204846
115	1421	0.628436154
115	1597	0.610910795
115	1598	0.655704202
115	2833	0.610910795
115	8160	0.584299581
122	2313	0.501026945
122	3579	0.445403188
122	4121	0.500487762
129	130	0.501026945
133	130	0.639068071
133	5820	0.437863563
135	2336	0.617980582
135	2344	0.724009668
135	4228	0.621074875
135	5104	0.458306666
135	5194	0.478685701
135	20147	0.445403188
135	27004	0.553942235
