4	4	1
4	2444	1
4	4110	1
4	7087	1
7	7	1
8	8	1
10	329	1
10	466	1
10	592	1
10	593	1
10	594	1
10	705	1
10	712	1
10	715	1
10	724	1
10	737	1
10	4747	1
10	5111	1
10	9553	1
10	12135	1
10	15191	1
10	26927	1
11	4747	1
11	5111	1
14	14	1
15	15	1
16	16	1
17	17	1
19	19	1
19	29145	1
20	20	1
20	29145	1
23	254	1
27	27	1
27	4435	1
30	30	1
31	31	1
32	32	1
33	33	1
34	33	1
34	23123	1
37	33	1
37	37	1
37	24899	1
38	24899	1
39	24899	1
40	24899	1
41	41	1
41	13934	1
41	16290	1
44	44	1
45	45	1
45	285	1
45	540	1
45	705	1
45	1269	1
45	2437	1
45	2945	1
45	3603	1
45	4465	1
45	5237	1
45	5238	1
45	5239	1
45	5240	1
45	5241	1
45	7465	1
45	9024	1
45	17223	1
45	20041	1
45	23153	1
45	35815	1
45	37179	1
46	44	1
46	46	1
47	45	1
47	47	1
47	285	1
47	540	1
47	705	1
47	1269	1
47	2437	1
47	2945	1
47	3603	1
47	4465	1
47	5237	1
47	5238	1
47	5239	1
47	5240	1
47	5241	1
47	7465	1
47	9024	1
47	17223	1
47	20041	1
47	23153	1
47	35815	1
47	37179	1
51	51	1
51	547	1
51	548	1
51	2872	1
51	30451	1
55	55	1
55	759	1
55	2740	1
55	2741	1
55	5680	1
56	55	1
56	56	1
56	57	1
56	453	1
56	759	1
56	2740	1
56	2741	1
56	3227	1
56	3231	1
56	3232	1
56	3233	1
56	5680	1
56	8999	1
56	12491	1
56	18274	1
56	32329	1
57	55	1
57	57	1
57	453	1
57	759	1
57	2740	1
57	2741	1
57	3227	1
57	3231	1
57	3232	1
57	3233	1
57	3736	1
57	5680	1
57	8999	1
57	12491	1
57	18274	1
57	32329	1
58	451	1
58	460	1
59	59	1
61	1427	1
61	3743	1
63	1709	1
64	1709	1
65	3914	1
66	1709	1
68	530	1
68	1277	1
68	8866	1
68	8867	1
68	20152	1
68	27957	1
80	81	1
82	83	1
82	583	1
82	1500	1
82	6714	1
83	1500	1
84	84	1
84	765	1
84	1909	1
84	2257	1
84	2416	1
84	2442	1
84	2443	1
84	3066	1
84	3974	1
84	4691	1
84	5745	1
84	6087	1
84	6477	1
84	9483	1
84	13758	1
84	50373	1
85	85	1
86	86	1
87	87	1
89	3914	1
90	8888	1
90	8914	1
90	9045	1
99	99	1
99	1131	1
99	1665	1
99	2865	1
99	3228	1
99	3229	1
99	3230	1
99	3428	1
99	4205	1
99	4470	1
99	4471	1
99	4472	1
99	6159	1
99	6160	1
99	6478	1
99	6530	1
99	6708	1
99	9211	1
99	16245	1
99	19302	1
99	21347	1
99	23097	1
99	28751	1
101	1971	1
101	1972	1
101	1985	1
101	1995	1
101	3874	1
102	1971	1
102	1972	1
102	1985	1
102	1995	1
102	3874	1
103	1971	1
103	1972	1
103	1985	1
103	1995	1
103	3874	1
104	3874	1
106	3874	1
107	3874	1
108	3874	1
108	17266	1
108	27127	1
110	110	1
111	111	1
111	3914	1
112	112	1
112	3914	1
115	1421	1
115	1598	1
115	4620	1
115	8160	1
115	30811	1
121	9080	1
123	123	1
123	2052	1
123	4079	1
123	4081	1
123	4082	1
123	4388	1
123	5004	1
123	5174	1
123	5695	1
123	7657	1
123	17616	1
126	261	1
128	128	1
129	21	1
129	130	1
129	132	1
129	920	1
129	1034	1
129	1491	1
129	3310	1
129	3383	1
129	4659	1
129	12158	1
129	14792	1
129	15949	1
134	134	1
136	136	1
137	2442	1
143	137	1
143	2442	1
143	9148	1
148	4110	1
148	4278	1
148	4279	1
148	4281	1
148	4282	1
151	151	1
153	153	1
153	18771	1
154	2945	1
154	4021	1
154	6616	1
154	9369	1
